订单号,箱号,箱子类型,原材料号,单位,时间
3225,SE1V IAVX56,E1,B6T0000001460,箱,2026/6/4 13:49
3226,SE1V 5JGZCY,E1,B6T0000001769,箱,2026/6/5 6:52
3227,SE1V 4MLJZF,E1,B6T0000001769,箱,2026/6/5 6:52
3228,SE1V UDI4SP,E1,B6T0000001769,箱,2026/6/5 6:52
3229,SE3V WJVEYJ,E3,B6T0000000963,箱,2026/6/6 20:16
3230,SE3V E8SI3W,E3,B6T0000000963,箱,2026/6/6 20:16
3231,SE3V YZTDG7,E3,B6T0000000963,箱,2026/6/6 20:16
3232,SE3V KTRPW3,E3,B6T0000000365,箱,2026/6/1 8:09
3233,SE3V HHIGVU,E3,B6T0000000365,箱,2026/6/1 8:09
3234,SE3V D57FQT,E3,B6T0000000746,箱,2026/6/5 13:11
3235,SE3V KPCSW2,E3,B6T0000000746,箱,2026/6/5 13:11
3236,SE1V 0T3T9L,E1,B6T0000001819,箱,2026/6/5 14:38
3237,SE1V P2E2AS,E1,B6T0000001819,箱,2026/6/5 14:38
3238,SE3V RX2N75,E3,B6T0000000521,箱,2026/6/6 6:53
3239,SE3V WLN2OT,E3,B6T0000000521,箱,2026/6/6 6:53
3240,SE1V GM1TM2,E1,B6T0000001498,箱,2026/6/3 8:16
3241,SE1V 7O19QT,E1,B6T0000001498,箱,2026/6/3 8:16
3242,SE4V VJGA4G,E4,B6T0000000000,箱,2026/6/3 12:57
3243,SE4V F7DUGA,E4,B6T0000000000,箱,2026/6/3 12:57
3244,SE3V VXO3PE,E3,B6T0000000392,箱,2026/6/1 9:54
3245,SE3V OJ3M48,E3,B6T0000000392,箱,2026/6/1 9:54
3246,SE1V PGRKBZ,E1,B6T0000001491,箱,2026/6/5 15:14
3247,SE1V WB1UI1,E1,B6T0000001491,箱,2026/6/5 15:14
3248,SE4V WEKQDV,E4,B6T0000000223,箱,2026/6/7 18:55
3249,SE4V NAB87F,E4,B6T0000000223,箱,2026/6/7 18:55
3250,SE3V XLKDYP,E3,B6T0000000622,箱,2026/6/7 6:30
3251,SE3V 4RPEKZ,E3,B6T0000000622,箱,2026/6/7 6:30
3252,SE3V AUIGJD,E3,B6T0000000625,箱,2026/6/5 13:06
3253,SE3V 3X4YH5,E3,B6T0000000625,箱,2026/6/5 13:06
3254,SE1V 2EX2JZ,E1,B6T0000001694,箱,2026/6/3 15:44
3255,SE1V 8K7ZOJ,E1,B6T0000001694,箱,2026/6/3 15:44
3256,SE4V E0QQXN,E4,B6T0000000023,箱,2026/6/4 17:48
3257,SE4V N861PY,E4,B6T0000000023,箱,2026/6/4 17:48
3258,SE4V VG9353,E4,B6T0000000138,箱,2026/6/4 7:06
3259,SE4V R4DTAD,E4,B6T0000000138,箱,2026/6/4 7:06
3260,SE3V WUGZBG,E3,B6T0000000607,箱,2026/6/7 6:00
3261,SE3V UQJJ1G,E3,B6T0000000607,箱,2026/6/7 6:00
3262,SE4V M22SNJ,E4,B6T0000000078,箱,2026/6/4 12:15
3263,SE4V U9F51N,E4,B6T0000000078,箱,2026/6/4 12:15
3264,SE4V N1PUKQ,E4,B6T0000000268,箱,2026/6/3 21:39
3265,SE4V HPZCA8,E4,B6T0000000268,箱,2026/6/3 21:39
3266,SE3V I5WL0J,E3,B6T0000000994,箱,2026/6/5 8:42
3267,SE3V D0I2V4,E3,B6T0000000994,箱,2026/6/5 8:42
3268,SE1V UHTJPK,E1,B6T0000001653,箱,2026/6/1 15:28
3269,SE1V 4W0KQ8,E1,B6T0000001653,箱,2026/6/1 15:28
3270,SE3V JHB0C1,E3,B6T0000000330,箱,2026/6/7 14:12
3271,SE3V 48MO64,E3,B6T0000000330,箱,2026/6/7 14:12
3272,SE1V YNIT38,E1,B6T0000001560,箱,2026/6/2 20:15
3273,SE1V CX5DNS,E1,B6T0000001560,箱,2026/6/2 20:15
3274,SE3V 7FRZUD,E3,B6T0000000569,箱,2026/6/1 15:46
3275,SE3V 1LBQ4U,E3,B6T0000000569,箱,2026/6/1 15:46
3276,SE3V KIO5B6,E3,B6T0000000714,箱,2026/6/1 11:57
3277,SE3V IIJPSH,E3,B6T0000000714,箱,2026/6/1 11:57
3278,SE3V RPH3Q2,E3,B6T0000000826,箱,2026/6/6 6:26
3279,SE3V 6TE0P5,E3,B6T0000000826,箱,2026/6/6 6:26
3280,SE3V 6X1W1Q,E3,B6T0000001055,箱,2026/6/7 6:27
3281,SE3V XPH1Y3,E3,B6T0000001055,箱,2026/6/7 6:27
3282,SE3V N1UHYG,E3,B6T0000001099,箱,2026/6/1 19:35
3283,SE3V SW419A,E3,B6T0000001099,箱,2026/6/1 19:35
3284,SE3V 2W44WU,E3,B6T0000001287,箱,2026/6/5 6:43
3285,SE3V FEQJ4P,E3,B6T0000001287,箱,2026/6/5 6:43
3286,SE3V TO0BOG,E3,B6T0000000783,箱,2026/6/2 6:38
3287,SE3V CC1U86,E3,B6T0000000783,箱,2026/6/2 6:38
3288,SE3V R7UG44,E3,B6T0000000907,箱,2026/6/1 10:19
3289,SE3V C937RU,E3,B6T0000000907,箱,2026/6/1 10:19
3290,SE3V Z811ID,E3,B6T0000001192,箱,2026/6/6 7:56
3291,SE3V 07T3LJ,E3,B6T0000001192,箱,2026/6/6 7:56
3292,SE1V VFHZT8,E1,B6T0000001346,箱,2026/6/6 6:01
3293,SE1V I5YILY,E1,B6T0000001346,箱,2026/6/6 6:01
3294,SE3V EMU9Q9,E3,B6T0000000702,箱,2026/6/1 11:36
3295,SE3V VCMTGN,E3,B6T0000000702,箱,2026/6/1 11:36
3296,SE3V F9I60K,E3,B6T0000001036,箱,2026/6/7 16:31
3297,SE3V 23Z2Y3,E3,B6T0000001036,箱,2026/6/7 16:31
3298,SE3V QTOS7N,E3,B6T0000001308,箱,2026/6/2 6:56
3299,SE3V NXXYMX,E3,B6T0000001308,箱,2026/6/2 6:56
3300,SE4V DXJ17X,E4,B6T0000000085,箱,2026/6/1 21:05
3301,SE4V 6XDA71,E4,B6T0000000085,箱,2026/6/1 21:05
3302,SE3V R79OKQ,E3,B6T0000000583,箱,2026/6/2 15:19
3303,SE3V BBWBX5,E3,B6T0000000583,箱,2026/6/2 15:19
3304,SE3V QOTVOG,E3,B6T0000000643,箱,2026/6/2 6:06
3305,SE3V 5KKS1B,E3,B6T0000000643,箱,2026/6/2 6:06
3306,SE1V QSX88G,E1,B6T0000001385,箱,2026/6/1 11:36
3307,SE1V XWDPA7,E1,B6T0000001385,箱,2026/6/1 11:36
3308,SE1V Z5ND2O,E1,B6T0000001474,箱,2026/6/2 14:43
3309,SE1V EUT4IE,E1,B6T0000001474,箱,2026/6/2 14:43
3310,SE1V W29PY5,E1,B6T0000001484,箱,2026/6/1 21:32
3311,SE1V KH2NXX,E1,B6T0000001484,箱,2026/6/1 21:32
3312,SE1V 9Y56CA,E1,B6T0000001948,箱,2026/6/5 7:17
3313,SE1V 037FF5,E1,B6T0000001948,箱,2026/6/5 7:17
3314,SE4V OAD78Q,E4,B6T0000000135,箱,2026/6/3 20:36
3315,SE4V IG6UO3,E4,B6T0000000135,箱,2026/6/3 20:36
3316,SE3V IN1A7K,E3,B6T0000000375,箱,2026/6/1 21:07
3317,SE3V NE1YBM,E3,B6T0000000375,箱,2026/6/1 21:07
3318,SE4V J1Z322,E4,B6T0000000102,箱,2026/6/6 9:45
3319,SE4V KAIOZ4,E4,B6T0000000102,箱,2026/6/6 9:45
3320,SE3V TE5U9I,E3,B6T0000001039,箱,2026/6/7 10:33
3321,SE3V N7OFHE,E3,B6T0000001039,箱,2026/6/7 10:33
3322,SE1V BOQ18O,E1,B6T0000001436,箱,2026/6/6 10:37
3323,SE1V VEUUR6,E1,B6T0000001436,箱,2026/6/6 10:37
3324,SE1V EBJVNF,E1,B6T0000001530,箱,2026/6/3 8:44
3325,SE1V OWAPCQ,E1,B6T0000001530,箱,2026/6/3 8:44
3326,SE4V G6N968,E4,B6T0000000016,箱,2026/6/6 6:53
3327,SE4V XF6V8T,E4,B6T0000000016,箱,2026/6/6 6:53
3328,SE3V LTR9UQ,E3,B6T0000000741,箱,2026/6/3 20:43
3329,SE3V RVN2AE,E3,B6T0000000741,箱,2026/6/3 20:43
3330,SE1V SB8363,E1,B6T0000001657,箱,2026/6/4 8:13
3331,SE1V DHTG1D,E1,B6T0000001657,箱,2026/6/4 8:13
3332,SE4V OB6KB9,E4,B6T0000000143,箱,2026/6/2 18:42
3333,SE4V Z7FW0C,E4,B6T0000000143,箱,2026/6/2 18:42
3334,SE3V 0X450U,E3,B6T0000001070,箱,2026/6/4 21:49
3335,SE3V HEH3RF,E3,B6T0000001070,箱,2026/6/4 21:49
3336,SE1V QBWPLY,E1,B6T0000001974,箱,2026/6/7 20:19
3337,SE1V K0YZKA,E1,B6T0000001974,箱,2026/6/7 20:19
3338,SE4V CGMIUR,E4,B6T0000000019,箱,2026/6/3 6:04
3339,SE4V PV2WJ6,E4,B6T0000000019,箱,2026/6/3 6:04
3340,SE4V E773T9,E4,B6T0000000110,箱,2026/6/6 6:42
3341,SE4V 3X4OEA,E4,B6T0000000110,箱,2026/6/6 6:42
3342,SE3V XI7QOD,E3,B6T0000000416,箱,2026/6/7 6:01
3343,SE3V SU9F16,E3,B6T0000000416,箱,2026/6/7 6:01
3344,SE3V 4AI7RE,E3,B6T0000000466,箱,2026/6/4 18:34
3345,SE3V FICGXL,E3,B6T0000000466,箱,2026/6/4 18:34
3346,SE3V DBRHGR,E3,B6T0000000696,箱,2026/6/6 6:52
3347,SE3V 8CP11G,E3,B6T0000000696,箱,2026/6/6 6:52
3348,SE3V FMW4VC,E3,B6T0000001169,箱,2026/6/1 19:06
3349,SE3V HRHBKG,E3,B6T0000001169,箱,2026/6/1 19:06
3350,SE4V 4L4KV2,E4,B6T0000000064,箱,2026/6/4 19:36
3351,SE4V RA0T51,E4,B6T0000000064,箱,2026/6/4 19:36
3352,SE4V 975YQL,E4,B6T0000000149,箱,2026/6/5 6:48
3353,SE4V 1V2W9Y,E4,B6T0000000149,箱,2026/6/5 6:48
3354,SE4V DZ8FTM,E4,B6T0000000236,箱,2026/6/5 14:03
3355,SE4V JN8B3U,E4,B6T0000000236,箱,2026/6/5 14:03
3356,SE3V SMTC0D,E3,B6T0000000323,箱,2026/6/5 13:06
3357,SE3V 6QJ2ON,E3,B6T0000000323,箱,2026/6/5 13:06
3358,SE3V 7BRRBA,E3,B6T0000000487,箱,2026/6/2 16:04
3359,SE3V I3AL6E,E3,B6T0000000487,箱,2026/6/2 16:04
3360,SE3V 99I7ZF,E3,B6T0000000601,箱,2026/6/4 14:28
3361,SE3V CTYVOF,E3,B6T0000000601,箱,2026/6/4 14:28
3362,SE1V IN3TYK,E1,B6T0000001358,箱,2026/6/1 17:37
3363,SE1V 80XTAO,E1,B6T0000001358,箱,2026/6/1 17:37
3364,SE4V VM8NYZ,E4,B6T0000000061,箱,2026/6/3 6:51
3365,SE4V HHIZEB,E4,B6T0000000061,箱,2026/6/3 6:51
3366,SE3V VQJA66,E3,B6T0000000940,箱,2026/6/3 13:18
3367,SE3V 14RS8U,E3,B6T0000000940,箱,2026/6/3 13:18
3368,SE1V VBYEZD,E1,B6T0000001563,箱,2026/6/1 18:23
3369,SE1V 43W95C,E1,B6T0000001563,箱,2026/6/1 18:23
3370,SE1V Y63NDT,E1,B6T0000001972,箱,2026/6/3 16:09
3371,SE1V TUM2IX,E1,B6T0000001972,箱,2026/6/3 16:09
3372,SE4V VOKQY9,E4,B6T0000000224,箱,2026/6/2 14:27
3373,SE4V FLVQAR,E4,B6T0000000224,箱,2026/6/2 14:27
3374,SE3V NKRZ25,E3,B6T0000000638,箱,2026/6/4 13:24
3375,SE3V YYEXHP,E3,B6T0000000638,箱,2026/6/4 13:24
3376,SE3V K03U0U,E3,B6T0000001260,箱,2026/6/2 6:30
3377,SE3V P229EO,E3,B6T0000001260,箱,2026/6/2 6:30
3378,SE1V L1NAIA,E1,B6T0000001412,箱,2026/6/4 6:17
3379,SE1V 0CTAN3,E1,B6T0000001412,箱,2026/6/4 6:17
3380,SE3V A6SB7B,E3,B6T0000000929,箱,2026/6/6 16:36
3381,SE3V IOI3NE,E3,B6T0000000929,箱,2026/6/6 16:36
3382,SE3V 5DWJAT,E3,B6T0000001129,箱,2026/6/7 16:38
3383,SE3V E4VV9C,E3,B6T0000001129,箱,2026/6/7 16:38
3384,SE1V XFEVMY,E1,B6T0000001340,箱,2026/6/4 6:06
3385,SE1V 1QNQVI,E1,B6T0000001340,箱,2026/6/4 6:06
3386,SE1V U38BWT,E1,B6T0000001525,箱,2026/6/2 14:39
3387,SE1V B5Q787,E1,B6T0000001525,箱,2026/6/2 14:39
3388,SE1V JJW8BK,E1,B6T0000001543,箱,2026/6/5 6:41
3389,SE1V UVY7ID,E1,B6T0000001543,箱,2026/6/5 6:41
3390,SE1V WETOWT,E1,B6T0000001652,箱,2026/6/1 10:44
3391,SE1V K4KL9F,E1,B6T0000001652,箱,2026/6/1 10:44
3392,SE1V VYFRRL,E1,B6T0000001976,箱,2026/6/3 6:53
3393,SE1V OA8O34,E1,B6T0000001976,箱,2026/6/3 6:53
3394,SE4V TBAQX1,E4,B6T0000000141,箱,2026/6/5 6:10
3395,SE4V 6OEM9N,E4,B6T0000000141,箱,2026/6/5 6:10
3396,SE3V ANHAPY,E3,B6T0000000629,箱,2026/6/5 16:21
3397,SE3V WDRDPM,E3,B6T0000000629,箱,2026/6/5 16:21
3398,SE1V UNGKHV,E1,B6T0000001778,箱,2026/6/6 14:10
3399,SE1V LUCNJ0,E1,B6T0000001778,箱,2026/6/6 14:10
3400,SE3V D3Y9QB,E3,B6T0000000889,箱,2026/6/3 20:16
3401,SE3V 0E7CXS,E3,B6T0000000889,箱,2026/6/3 20:16
3402,SE1V O874OH,E1,B6T0000001518,箱,2026/6/7 16:48
3403,SE1V L5THLV,E1,B6T0000001518,箱,2026/6/7 16:48
3404,SE4V WUO8NQ,E4,B6T0000000189,箱,2026/6/4 10:50
3405,SE4V 189Y42,E4,B6T0000000189,箱,2026/6/4 10:50
3406,SE3V TIAXUF,E3,B6T0000000663,箱,2026/6/2 7:50
3407,SE3V VPIG3Y,E3,B6T0000000663,箱,2026/6/2 7:50
3408,SE3V HYH9OJ,E3,B6T0000001276,箱,2026/6/7 6:32
3409,SE3V GUEIFO,E3,B6T0000001276,箱,2026/6/7 6:32
3410,SE1V N4XJP7,E1,B6T0000001561,箱,2026/6/6 20:02
3411,SE1V WZITMF,E1,B6T0000001561,箱,2026/6/6 20:02
3412,SE3V IGUJ9C,E3,B6T0000000776,箱,2026/6/2 21:48
3413,SE3V WI2SKH,E3,B6T0000000776,箱,2026/6/2 21:48
3414,SE3V RCVFV2,E3,B6T0000000880,箱,2026/6/4 20:29
3415,SE3V R35LJM,E3,B6T0000000880,箱,2026/6/4 20:29
3416,SE3V C7LUVC,E3,B6T0000001046,箱,2026/6/5 21:18
3417,SE3V THBZOK,E3,B6T0000001046,箱,2026/6/5 21:18
3418,SE4V HF1PW2,E4,B6T0000000124,箱,2026/6/4 6:36
3419,SE4V 6RQH7O,E4,B6T0000000124,箱,2026/6/4 6:36
3420,SE4V ZBO70B,E4,B6T0000000131,箱,2026/6/7 9:27
3421,SE4V 2AUBNB,E4,B6T0000000131,箱,2026/6/7 9:27
3422,SE4V GSKWD3,E4,B6T0000000173,箱,2026/6/5 6:13
3423,SE4V X2KB6J,E4,B6T0000000173,箱,2026/6/5 6:13
3424,SE3V R1SPPN,E3,B6T0000000468,箱,2026/6/6 12:30
3425,SE3V 74PF4I,E3,B6T0000000468,箱,2026/6/6 12:30
3426,SE3V GS9W27,E3,B6T0000000542,箱,2026/6/6 6:55
3427,SE3V 5280KQ,E3,B6T0000000542,箱,2026/6/6 6:55
3428,SE3V VXHSHV,E3,B6T0000001112,箱,2026/6/5 6:46
3429,SE3V 1Y04Z4,E3,B6T0000001112,箱,2026/6/5 6:46
3430,SE1V J6SB05,E1,B6T0000001554,箱,2026/6/2 6:32
3431,SE1V 3AKZXF,E1,B6T0000001554,箱,2026/6/2 6:32
3432,SE3V 1PHEIV,E3,B6T0000000973,箱,2026/6/6 7:26
3433,SE3V 6DDZV7,E3,B6T0000000973,箱,2026/6/6 7:26
3434,SE3V 3C5DWU,E3,B6T0000001010,箱,2026/6/7 17:26
3435,SE3V MJACYP,E3,B6T0000001010,箱,2026/6/7 17:26
3436,SE3V EGVT67,E3,B6T0000001133,箱,2026/6/3 6:34
3437,SE3V K37FOQ,E3,B6T0000001133,箱,2026/6/3 6:34
3438,SE1V ZCSSF8,E1,B6T0000001323,箱,2026/6/7 8:48
3439,SE1V HSTRLT,E1,B6T0000001323,箱,2026/6/7 8:48
3440,SE1V CSNC0Z,E1,B6T0000001574,箱,2026/6/4 18:30
3441,SE1V JXOQ9V,E1,B6T0000001574,箱,2026/6/4 18:30
3442,SE1V O1LPPJ,E1,B6T0000001707,箱,2026/6/4 12:56
3443,SE1V 1N5T84,E1,B6T0000001707,箱,2026/6/4 12:56
3444,SE1V FOE4C5,E1,B6T0000001751,箱,2026/6/6 15:32
3445,SE1V PNEDL6,E1,B6T0000001751,箱,2026/6/6 15:32
3446,SE4V YOKR78,E4,B6T0000000013,箱,2026/6/6 16:57
3447,SE4V L1MRD8,E4,B6T0000000013,箱,2026/6/6 16:57
3448,SE3V QJANQS,E3,B6T0000000642,箱,2026/6/4 8:12
3449,SE3V 334KCC,E3,B6T0000000642,箱,2026/6/4 8:12
3450,SE3V MLF65J,E3,B6T0000001232,箱,2026/6/5 21:26
3451,SE3V 1VRKF4,E3,B6T0000001232,箱,2026/6/5 21:26
3452,SE1V HOTPSI,E1,B6T0000001361,箱,2026/6/3 16:45
3453,SE1V LQBCAI,E1,B6T0000001361,箱,2026/6/3 16:45
3454,SE1V BW3J6S,E1,B6T0000001666,箱,2026/6/3 14:30
3455,SE1V OG2LBW,E1,B6T0000001666,箱,2026/6/3 14:30
3456,SE4V I91KCJ,E4,B6T0000000234,箱,2026/6/7 17:44
3457,SE4V UVPCVV,E4,B6T0000000234,箱,2026/6/7 17:44
3458,SE4V EJ9TDN,E4,B6T0000000117,箱,2026/6/7 6:50
3459,SE4V VSK6QM,E4,B6T0000000117,箱,2026/6/7 6:50
3460,SE4V 1R99AL,E4,B6T0000000167,箱,2026/6/5 19:59
3461,SE4V X8UY5V,E4,B6T0000000167,箱,2026/6/5 19:59
3462,SE3V BXPGWJ,E3,B6T0000000493,箱,2026/6/7 21:45
3463,SE3V X3BID6,E3,B6T0000000493,箱,2026/6/7 21:45
3464,SE3V LK4AGL,E3,B6T0000000668,箱,2026/6/2 21:45
3465,SE3V BD0XQT,E3,B6T0000000668,箱,2026/6/2 21:45
3466,SE3V NN8XC6,E3,B6T0000000689,箱,2026/6/6 20:03
3467,SE3V 09YZHS,E3,B6T0000000689,箱,2026/6/6 20:03
3468,SE3V 4LX5Z3,E3,B6T0000001000,箱,2026/6/2 19:36
3469,SE3V JUFXH8,E3,B6T0000001000,箱,2026/6/2 19:36
3470,SE1V BX0NWK,E1,B6T0000001966,箱,2026/6/6 11:03
3471,SE1V Q4KSD9,E1,B6T0000001966,箱,2026/6/6 11:03
3472,SE1V ZNGVXX,E1,B6T0000001980,箱,2026/6/3 14:03
3473,SE1V YN9T61,E1,B6T0000001980,箱,2026/6/3 14:03
3474,SE4V TF2533,E4,B6T0000000014,箱,2026/6/6 21:31
3475,SE4V UOT477,E4,B6T0000000014,箱,2026/6/6 21:31
3476,SE3V E0HRQS,E3,B6T0000000592,箱,2026/6/4 6:36
3477,SE3V U95IYU,E3,B6T0000000592,箱,2026/6/4 6:36
3478,SE3V Z29LJ2,E3,B6T0000000833,箱,2026/6/1 16:27
3479,SE3V TWC5KQ,E3,B6T0000000833,箱,2026/6/1 16:27
3480,SE3V UZC2PL,E3,B6T0000000867,箱,2026/6/6 16:05
3481,SE3V HS95TW,E3,B6T0000000867,箱,2026/6/6 16:05
3482,SE3V 40QCUL,E3,B6T0000000952,箱,2026/6/1 17:35
3483,SE3V VUKSVZ,E3,B6T0000000952,箱,2026/6/1 17:35
3484,SE1V G3HJSO,E1,B6T0000001371,箱,2026/6/5 21:46
3485,SE1V S58YOF,E1,B6T0000001371,箱,2026/6/5 21:46
3486,SE1V YG72VW,E1,B6T0000001445,箱,2026/6/6 6:15
3487,SE1V MD5TFU,E1,B6T0000001445,箱,2026/6/6 6:15
3488,SE1V SNX1SE,E1,B6T0000001536,箱,2026/6/7 19:17
3489,SE1V 3XR6N1,E1,B6T0000001536,箱,2026/6/7 19:17
3490,SE4V 5BVH2V,E4,B6T0000000175,箱,2026/6/1 16:40
3491,SE4V FT6I6S,E4,B6T0000000175,箱,2026/6/1 16:40
3492,SE4V XVQBZB,E4,B6T0000000317,箱,2026/6/6 13:11
3493,SE4V RQW525,E4,B6T0000000317,箱,2026/6/6 13:11
3494,SE3V MYARID,E3,B6T0000000600,箱,2026/6/3 13:38
3495,SE3V G26HLM,E3,B6T0000000600,箱,2026/6/3 13:38
3496,SE3V Y1P6MX,E3,B6T0000001087,箱,2026/6/1 18:26
3497,SE3V SWY0SZ,E3,B6T0000001087,箱,2026/6/1 18:26
3498,SE3V JL9TDC,E3,B6T0000001296,箱,2026/6/4 15:36
3499,SE3V C58XZ1,E3,B6T0000001296,箱,2026/6/4 15:36
3500,SE1V 924HTP,E1,B6T0000001808,箱,2026/6/4 6:03
3501,SE1V L131V0,E1,B6T0000001808,箱,2026/6/4 6:03
3502,SE4V 5QQB5I,E4,B6T0000000209,箱,2026/6/6 13:33
3503,SE4V 92WMSJ,E4,B6T0000000209,箱,2026/6/6 13:33
3504,SE3V UK693P,E3,B6T0000000505,箱,2026/6/6 21:46
3505,SE3V 483CHE,E3,B6T0000000505,箱,2026/6/6 21:46
3506,SE3V R1SHEU,E3,B6T0000000958,箱,2026/6/5 6:00
3507,SE3V RQ7VZF,E3,B6T0000000958,箱,2026/6/5 6:00
3508,SE1V IS81HB,E1,B6T0000001321,箱,2026/6/6 13:55
3509,SE1V UDU7XX,E1,B6T0000001321,箱,2026/6/6 13:55
3510,SE4V IKN9NT,E4,B6T0000000004,箱,2026/6/4 6:03
3511,SE4V WJIPO8,E4,B6T0000000004,箱,2026/6/4 6:03
3512,SE4V K24ZN0,E4,B6T0000000318,箱,2026/6/3 18:22
3513,SE4V MWMKCW,E4,B6T0000000318,箱,2026/6/3 18:22
3514,SE3V 07VPPM,E3,B6T0000000775,箱,2026/6/4 11:59
3515,SE3V 86CXOT,E3,B6T0000000775,箱,2026/6/4 11:59
3516,SE3V 6D2KJR,E3,B6T0000000866,箱,2026/6/4 17:30
3517,SE3V ZCV3HR,E3,B6T0000000866,箱,2026/6/4 17:30
3518,SE3V K0E34T,E3,B6T0000000875,箱,2026/6/6 16:59
3519,SE3V KWIH73,E3,B6T0000000875,箱,2026/6/6 16:59
3520,SE3V 8W80UX,E3,B6T0000001221,箱,2026/6/6 9:43
3521,SE3V N3E6OQ,E3,B6T0000001221,箱,2026/6/6 9:43
3522,SE1V VNOPCF,E1,B6T0000001764,箱,2026/6/2 17:51
3523,SE1V LOIG8B,E1,B6T0000001764,箱,2026/6/2 17:51
3524,SE3V EZHWTC,E3,B6T0000000430,箱,2026/6/2 19:17
3525,SE3V 908T6R,E3,B6T0000000430,箱,2026/6/2 19:17
3526,SE3V D5WLWJ,E3,B6T0000000844,箱,2026/6/1 10:42
3527,SE3V OJAFI4,E3,B6T0000000844,箱,2026/6/1 10:42
3528,SE4V Q46PL5,E4,B6T0000000262,箱,2026/6/2 6:15
3529,SE4V NBTI1N,E4,B6T0000000262,箱,2026/6/2 6:15
3530,SE3V U2M6NW,E3,B6T0000000832,箱,2026/6/2 6:21
3531,SE3V MUFGYN,E3,B6T0000000832,箱,2026/6/2 6:21
3532,SE3V 3KBH42,E3,B6T0000000919,箱,2026/6/4 10:31
3533,SE3V 3L90MC,E3,B6T0000000919,箱,2026/6/4 10:31
3534,SE3V 32JKY5,E3,B6T0000000946,箱,2026/6/3 18:40
3535,SE3V OFTTUK,E3,B6T0000000946,箱,2026/6/3 18:40
3536,SE1V 8C7J0Z,E1,B6T0000001749,箱,2026/6/4 6:15
3537,SE1V NRUHME,E1,B6T0000001749,箱,2026/6/4 6:15
3538,SE1V SQ3HEY,E1,B6T0000001984,箱,2026/6/6 19:23
3539,SE1V KUKPXP,E1,B6T0000001984,箱,2026/6/6 19:23
3540,SE3V GZ2SC0,E3,B6T0000000539,箱,2026/6/7 11:39
3541,SE3V T8DHDD,E3,B6T0000000539,箱,2026/6/7 11:39
3542,SE3V JPTGD2,E3,B6T0000000587,箱,2026/6/2 6:54
3543,SE3V RTTDWO,E3,B6T0000000587,箱,2026/6/2 6:54
3544,SE3V LKLQBX,E3,B6T0000001161,箱,2026/6/7 14:46
3545,SE3V XA53XI,E3,B6T0000001161,箱,2026/6/7 14:46
3546,SE1V NJZHOB,E1,B6T0000001365,箱,2026/6/2 6:00
3547,SE1V HGS59Y,E1,B6T0000001365,箱,2026/6/2 6:00
3548,SE4V 6AL3G0,E4,B6T0000000079,箱,2026/6/5 7:36
3549,SE4V D2AOBL,E4,B6T0000000079,箱,2026/6/5 7:36
3550,SE4V LVFD4P,E4,B6T0000000090,箱,2026/6/4 8:35
3551,SE4V I4SE4K,E4,B6T0000000090,箱,2026/6/4 8:35
3552,SE3V 9I9EXB,E3,B6T0000000333,箱,2026/6/1 15:10
3553,SE3V NXDXWB,E3,B6T0000000333,箱,2026/6/1 15:10
3554,SE3V EHTHUG,E3,B6T0000000380,箱,2026/6/2 6:59
3555,SE3V XNS8EH,E3,B6T0000000380,箱,2026/6/2 6:59
3556,SE3V 0J3OKE,E3,B6T0000000429,箱,2026/6/4 6:51
3557,SE3V KSK2VP,E3,B6T0000000429,箱,2026/6/4 6:51
3558,SE3V GVPGGB,E3,B6T0000000460,箱,2026/6/1 7:26
3559,SE3V 38I1WR,E3,B6T0000000460,箱,2026/6/1 7:26
3560,SE3V JUWMW3,E3,B6T0000000644,箱,2026/6/4 6:38
3561,SE3V M4DY99,E3,B6T0000000644,箱,2026/6/4 6:38
3562,SE3V NL4J1O,E3,B6T0000000694,箱,2026/6/6 6:45
3563,SE3V F25SWO,E3,B6T0000000694,箱,2026/6/6 6:45
3564,SE3V DR9HOU,E3,B6T0000000938,箱,2026/6/4 21:25
3565,SE3V NKP9J1,E3,B6T0000000938,箱,2026/6/4 21:25
3566,SE3V ZYMUZZ,E3,B6T0000001252,箱,2026/6/6 12:29
3567,SE3V O15U50,E3,B6T0000001252,箱,2026/6/6 12:29
3568,SE1V K5Z9RV,E1,B6T0000001417,箱,2026/6/3 6:53
3569,SE1V KMCX5Z,E1,B6T0000001417,箱,2026/6/3 6:53
3570,SE1V 80TIJ7,E1,B6T0000001481,箱,2026/6/6 7:51
3571,SE1V KTSPYA,E1,B6T0000001481,箱,2026/6/6 7:51
3572,SE1V OTKQXW,E1,B6T0000001960,箱,2026/6/2 11:29
3573,SE1V 112CD4,E1,B6T0000001960,箱,2026/6/2 11:29
3574,SE3V CO2XZD,E3,B6T0000000546,箱,2026/6/7 7:39
3575,SE3V IRHECY,E3,B6T0000000546,箱,2026/6/7 7:39
3576,SE3V 7JW386,E3,B6T0000000676,箱,2026/6/1 7:11
3577,SE3V A6NJHE,E3,B6T0000000676,箱,2026/6/1 7:11
3578,SE4V 9OH12P,E4,B6T0000000206,箱,2026/6/2 17:40
3579,SE4V GX409W,E4,B6T0000000206,箱,2026/6/2 17:40
3580,SE3V 4K1H3V,E3,B6T0000000433,箱,2026/6/5 21:11
3581,SE3V Q0V3WK,E3,B6T0000000433,箱,2026/6/5 21:11
3582,SE3V OUSX9D,E3,B6T0000000664,箱,2026/6/3 20:41
